Cultivar,Culture,Location,Pflanzen/Parzelle,mean_Knollenmasse_kgFW,median_Knollenmasse_kgFW,cv_Knollenmasse_kgFW,mean_Staerkegehalt_g/kg,median_Staerkegehalt_g/kg,cv_Staerkegehalt_g/kg,mean_Staerkeertrag_g/plant,median_Staerkeertrag_g/plant,cv_Staerkeertrag_g/plant,mean_Staerkeertrag_kg/ha,median_Staerkeertrag_kg/ha,cv_Staerkeertrag_kg/ha,Dev_Staerkeertrag_median_plant,Dev_Staerkeertrag_median_ha
2674,47107,5544,20,39.05,39.05,0.0294494238156,158.5,158.5,0.00946372239748,309.5575,309.5575,0.0389023040954,12507.3737374,12507.3737374,0.0389023040954,4.0,161.616161616
2674,47109,5541,16,25.35,25.35,0.0335305719921,125.0,125.0,0.024,197.8875,197.8875,0.00953824774177,8795.0,8795.0,0.00953824774177,44.25625,1966.94444444
2674,47110,5546,20,27.55,27.55,0.0127041742287,110.5,110.5,0.0769230769231,152.065,152.065,0.0642817216322,5068.83333333,5068.83333333,0.0642817216322,96.26,3208.66666667
2674,47111,5540,16,33.0,33.0,0.0242424242424,134.0,134.0,0.0149253731343,276.275,276.275,0.00932042349109,12278.8888889,12278.8888889,0.00932042349109,78.6125,3493.88888889
2674,47112,5542,20,49.45,49.45,0.0394337714863,127.5,127.5,0.00392156862745,315.2925,315.2925,0.0433486365835,14013.0,14013.0,0.0433486365835,33.4625,1487.22222222
2674,47114,5543,16,23.45,23.45,0.108742004264,121.5,121.5,0.0288065843621,177.515625,177.515625,0.080186603292,7172.34848485,7172.34848485,0.080186603292,35.4375,1431.81818182
2674,47115,5539,20,32.65,32.65,0.0260336906585,142.0,142.0,0.0352112676056,231.6025,231.6025,0.00918599756048,10293.4444444,10293.4444444,0.00918599756048,21.3475,948.777777778
2674,47117,5545,20,53.45,53.45,0.0289990645463,132.5,132.5,0.00377358490566,354.145,354.145,0.0327690635192,14308.8888889,14308.8888889,0.0327690635192,-1.50375,-60.7575757576
2675,47107,5544,20,27.45,27.45,0.0418943533698,203.5,203.5,0.022113022113,279.045,279.045,0.0197996738877,11274.5454545,11274.5454545,0.0197996738877,34.5125,1394.44444444
2675,47109,5541,16,18.35,18.35,0.00817438692098,178.0,178.0,0.0,204.14375,204.14375,0.00817438692098,9073.05555556,9073.05555556,0.00817438692098,38.0,1688.88888889
